#                                                                                                          --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                      accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                              ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
NODE_644_length_31137_cov_72.486465:3913-4635|-    -            241 62145                -            238  6.5e-145  478.9   0.0   1   1  2.1e-147  7.4e-145  478.7   0.0     1   237     2   238     2   239 0.99 NODE_644_length_31137_cov_72.486465_3 # 3913 # 4635 # -1 # ID=277_3;partial=00;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.539
NODE_2159_length_50550_cov_71.258598:23982-24767|- -            262 62145                -            238   2.3e-10   38.4   0.0   1   1   7.9e-13   2.8e-10   38.2   0.0    56   183    45   175    27   220 0.79 NODE_2159_length_50550_cov_71.258598_18 # 23982 # 24767 # -1 # ID=1079_18;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.517
NODE_434_length_79075_cov_70.223480:29068-30216|-  -            383 62145                -            238   2.8e-07   28.3   0.0   1   1   1.2e-09   4.3e-07   27.7   0.0    19   159   134   268   116   283 0.77 NODE_434_length_79075_cov_70.223480_28 # 29068 # 30216 # -1 # ID=160_28;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.480
NODE_2145_length_112275_cov_77.552353:1-711|-      -            237 62145                -            238   2.3e-06   25.4   0.0   1   1     9e-09   3.2e-06   24.9   0.0    51   102   154   206   140   226 0.86 NODE_2145_length_112275_cov_77.552353_1 # 1 # 711 # -1 # ID=1072_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.550
NODE_895_length_14892_cov_65.747314:3015-3785|+    -            257 62145                -            238   4.7e-06   24.3   0.0   1   1   1.9e-08   6.6e-06   23.9   0.0    56   155    45   144    22   165 0.90 NODE_895_length_14892_cov_65.747314_5 # 3015 # 3785 # 1 # ID=378_5;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490
NODE_877_length_31483_cov_78.652222:15382-16137|+  -            252 62145                -            238   9.4e-05   20.1   0.0   1   1   3.6e-07   0.00013   19.6   0.0    18   155    28   167    12   182 0.81 NODE_877_length_31483_cov_78.652222_15 # 15382 # 16137 # 1 # ID=369_15;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.521
NODE_1000_length_5513_cov_67.474876:3573-4229|+    -            219 62145                -            238   0.00035   18.2   0.0   1   1   1.4e-06    0.0005   17.7   0.0    56   159    50   156    39   163 0.88 NODE_1000_length_5513_cov_67.474876_4 # 3573 # 4229 # 1 # ID=424_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.409
NODE_718_length_90501_cov_69.003258:41707-42678|-  -            324 62145                -            238   0.00099   16.7   0.0   1   1   4.5e-06    0.0016   16.1   0.0    49   159   116   227   106   246 0.73 NODE_718_length_90501_cov_69.003258_40 # 41707 # 42678 # -1 # ID=299_40;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.522
NODE_1999_length_25587_cov_66.390984:15953-16708|+ -            252 62145                -            238     0.001   16.7   0.0   1   1   5.8e-06    0.0021   15.7   0.0    58    97    45    84    38   146 0.73 NODE_1999_length_25587_cov_66.390984_16 # 15953 # 16708 # 1 # ID=982_16;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.561
NODE_2129_length_51924_cov_72.758377:2969-4042|-   -            358 62145                -            238    0.0013   16.4   0.0   1   1   5.8e-06     0.002   15.7   0.0    57   102   198   245   188   265 0.77 NODE_2129_length_51924_cov_72.758377_5 # 2969 # 4042 # -1 # ID=1066_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.558
NODE_1072_length_7945_cov_67.302704:6350-6943|+    -            198 62145                -            238    0.0014   16.2   0.0   1   1   5.2e-06    0.0018   15.8   0.0    56   152    31   128    12   137 0.69 NODE_1072_length_7945_cov_67.302704_7 # 6350 # 6943 # 1 # ID=446_7;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.455
NODE_1934_length_22848_cov_83.549324:19390-20136|- -            249 62145                -            238    0.0045   14.6   0.0   1   1   1.7e-05    0.0061   14.2   0.0    57   152    38   134    14   139 0.77 NODE_1934_length_22848_cov_83.549324_19 # 19390 # 20136 # -1 # ID=928_19;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.590
NODE_718_length_90501_cov_69.003258:89058-89867|+  -            270 62145                -            238     0.006   14.2   0.0   1   2   3.4e-05     0.012   13.2   0.0    37    93    65   125    51   140 0.76 NODE_718_length_90501_cov_69.003258_90 # 89058 # 89867 # 1 # ID=299_90;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
NODE_718_length_90501_cov_69.003258:89058-89867|+  -            270 62145                -            238     0.006   14.2   0.0   2   2       2.8     1e+03   -2.9   0.0   144   158   164   178   148   194 0.79 NODE_718_length_90501_cov_69.003258_90 # 89058 # 89867 # 1 # ID=299_90;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.514
NODE_679_length_36641_cov_70.533279:14520-15452|+  -            311 62145                -            238     0.048   11.2   0.0   1   1   0.00018     0.064   10.8   0.0    47   107   121   186    91   207 0.75 NODE_679_length_36641_cov_70.533279_15 # 14520 # 15452 # 1 # ID=288_15;partial=00;start_type=GTG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.527
NODE_926_length_95421_cov_71.123581:13149-13886|+  -            246 62145                -            238     0.055   11.0   0.0   1   1   0.00023      0.08   10.5   0.0    57   125    46   119    41   122 0.64 NODE_926_length_95421_cov_71.123581_13 # 13149 # 13886 # 1 # ID=386_13;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.535
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/62145at543.hmm
# Target file:     results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout results/BUSCO_output_velveth21/run_enterobacteriaceae_odb12/hmmer_output/62145at543.out --cpu 1 /home/simonedassisi/velvet-1.2.10/busco_downloads/lineages/enterobacteriaceae_odb12/hmms/62145at543.hmm results/BUSCO_output_velveth21/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/simonedassisi/velvet-1.2.10
# Date:            Wed Apr  2 19:24:09 2025
# [ok]
