# BUSCO version is: 5.8.2 
# The lineage dataset is: eukaryota_odb12 (Creation date: 2025-02-25, number of genomes: 456, number of BUSCOs: 129)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
88at2759	Missing
844at2759	Missing
1650at2759	Missing
1928at2759	Fragmented	NODE_8_length_126545_cov_41.885285	92736	93777	+	90.3	315
2083at2759	Missing
2516at2759	Missing
2877at2759	Missing
3370at2759	Missing
3763at2759	Missing
4249at2759	Missing
6022at2759	Missing
15082at2759	Missing
15808at2759	Complete	NODE_1_length_276430_cov_40.515391	234233	234656	+	88.1	52
17948at2759	Missing
18786at2759	Missing
19740at2759	Missing
20844at2759	Missing
24948at2759	Missing
25498at2759	Missing
26184at2759	Missing
26970at2759	Missing
27543at2759	Missing
28947at2759	Missing
29058at2759	Missing
30179at2759	Missing
30343at2759	Missing
70224at2759	Missing
124397at2759	Missing
125856at2759	Missing
163257at2759	Missing
189968at2759	Missing
190958at2759	Missing
243313at2759	Missing
248751at2759	Missing
269405at2759	Missing
269919at2759	Missing
270624at2759	Missing
272245at2759	Missing
272987at2759	Missing
273340at2759	Missing
274828at2759	Missing
277175at2759	Missing
277199at2759	Missing
278280at2759	Missing
283883at2759	Missing
284275at2759	Missing
285729at2759	Missing
295656at2759	Missing
296793at2759	Missing
308449at2759	Missing
311633at2759	Missing
338231at2759	Missing
338614at2759	Missing
340500at2759	Missing
344220at2759	Missing
360521at2759	Missing
391137at2759	Missing
407922at2759	Missing
421002at2759	Missing
422663at2759	Missing
431825at2759	Missing
437331at2759	Missing
441223at2759	Missing
441771at2759	Missing
443772at2759	Missing
445326at2759	Missing
540662at2759	Missing
674963at2759	Missing
1584384at2759	Missing
1649088at2759	Missing
1698572at2759	Missing
1704689at2759	Missing
1715808at2759	Missing
1726137at2759	Missing
1739576at2759	Missing
1741719at2759	Missing
1847590at2759	Missing
1898821at2759	Missing
1911237at2759	Missing
1925287at2759	Missing
1933455at2759	Missing
1935146at2759	Missing
2187159at2759	Missing
2192561at2759	Missing
2195431at2759	Missing
2196187at2759	Missing
3142434at2759	Missing
5414888at2759	Missing
5421607at2759	Missing
5571054at2759	Missing
5581181at2759	Missing
7396459at2759	Missing
8110916at2759	Fragmented	NODE_29_length_69919_cov_43.020805	22967	22226	-	108.3	226
10040024at2759	Missing
10248812at2759	Missing
10249111at2759	Missing
10249309at2759	Missing
10249667at2759	Missing
10250970at2759	Missing
10251185at2759	Missing
10251574at2759	Missing
10252281at2759	Missing
10252405at2759	Missing
10252587at2759	Missing
10252687at2759	Missing
10252707at2759	Missing
10253092at2759	Missing
10253098at2759	Missing
10254665at2759	Missing
10254730at2759	Missing
10255118at2759	Missing
10256122at2759	Missing
10256606at2759	Missing
10261062at2759	Duplicated	NODE_51_length_31115_cov_42.820834	16573	15847	-	63.9	63
10261062at2759	Duplicated	NODE_28_length_70179_cov_36.796251	44019	43278	-	56.5	62
10261146at2759	Missing
10261918at2759	Missing
10262062at2759	Missing
10262308at2759	Missing
10262326at2759	Missing
10263536at2759	Complete	NODE_11_length_117034_cov_40.464403	52645	51562	-	219.1	310
10263597at2759	Missing
10264038at2759	Missing
10264378at2759	Missing
10264544at2759	Missing
10264728at2759	Missing
10264910at2759	Missing
10265695at2759	Missing
10267031at2759	Missing
10267436at2759	Missing
